color_name,hex,R,G,B,color_class
Pastel Red,#ff6961,255,105,97,Red
Pastel Violet,#cb99c9,203,153,201,Purple
Pastel Yellow,#fdfd96,253,253,150,Yellow
Patriarch,#800080,128,0,128,Purple
Payne'S Grey,#536878,83,104,120,Grey
Peach,#ffe5b4,255,229,180,Yellow
Peach (Crayola),#ffcba4,255,203,164,Orange
Peach-Orange,#fc9,255,204,153,Orange
Peach Puff,#ffdab9,255,218,185,Orange
Peach-Yellow,#fadfad,250,223,173,Yellow
Pear,#d1e231,209,226,49,Green
Pearl,#eae0c8,234,224,200,Grey
Pearl Aqua,#88d8c0,136,216,192,Blue
Pearly Purple,#b768a2,183,104,162,Purple
Peridot,#e6e200,230,226,0,Yellow
Periwinkle,#ccf,204,204,255,Green
Persian Blue,#1c39bb,28,57,187,Blue
Persian Green,#00a693,0,166,147,Green
Persian Indigo,#32127a,50,18,122,Purple
Persian Orange,#d99058,217,144,88,Orange
Persian Pink,#f77fbe,247,127,190,Pink
Persian Plum,#701c1c,112,28,28,Red
Persian Red,#c33,204,51,51,Red
Persian Rose,#fe28a2,254,40,162,Pink
Persimmon,#ec5800,236,88,0,Orange
Peru,#cd853f,205,133,63,Orange
Phlox,#df00ff,223,0,255,Purple
Phthalo Blue,#000f89,0,15,137,Blue
Phthalo Green,#123524,18,53,36,Green
Piggy Pink,#fddde6,253,221,230,Pink
Pine Green,#01796f,1,121,111,Green
Pink,#ffc0cb,255,192,203,Pink
Pink Lace,#ffddf4,255,221,244,Pink
Pink-Orange,#f96,255,153,102,Orange
Pink Pearl,#e7accf,231,172,207,Pink
Pink Sherbet,#f78fa7,247,143,167,Pink
Pistachio,#93c572,147,197,114,Green
Platinum,#e5e4e2,229,228,226,Grey
Plum (Traditional),#8e4585,142,69,133,Purple
Plum (Web),#dda0dd,221,160,221,Purple
Portland Orange,#ff5a36,255,90,54,Orange
Powder Blue (Web),#b0e0e6,176,224,230,Blue
Princeton Orange,#ff8f00,255,143,0,Orange
Prune,#701c1c,112,28,28,Red
Prussian Blue,#003153,0,49,83,Blue
Psychedelic Purple,#df00ff,223,0,255,Purple
Puce,#c89,204,136,153,Pink
Pumpkin,#ff7518,255,117,24,Orange
Purple Heart,#69359c,105,53,156,Purple
Purple (Html/Css),#800080,128,0,128,Purple
Purple Mountain Majesty,#9678b6,150,120,182,Purple
Purple (Munsell),#9f00c5,159,0,197,Purple
Purple Pizzazz,#fe4eda,254,78,218,Purple
Purple Taupe,#50404d,80,64,77,Purple
Purple (X11),#a020f0,160,32,240,Purple
Quartz,#51484f,81,72,79,Grey
Rackley,#5d8aa8,93,138,168,Blue
Radical Red,#ff355e,255,53,94,Red
Rajah,#fbab60,251,171,96,Orange
Raspberry,#e30b5d,227,11,93,Red
Raspberry Glace,#915f6d,145,95,109,Pink
Raspberry Pink,#e25098,226,80,152,Pink
Raspberry Rose,#b3446c,179,68,108,Pink
Raw Umber,#826644,130,102,68,Brown
Razzle Dazzle Rose,#f3c,255,51,204,Pink
Razzmatazz,#e3256b,227,37,107,Pink
Red,#f00,255,0,0,Red
Red-Brown,#a52a2a,165,42,42,Red
Red Devil,#860111,134,1,17,Red
Red (Munsell),#f2003c,242,0,60,Red
Red (Ncs),#c40233,196,2,51,Red
Red-Orange,#ff5349,255,83,73,Red
Red (Pigment),#ed1c24,237,28,36,Red
Red (Ryb),#fe2712,254,39,18,Red
Red-Violet,#c71585,199,21,133,Purple
Redwood,#ab4e52,171,78,82,Red
Regalia,#522d80,82,45,128,Purple
Resolution Blue,#002387,0,35,135,Blue
Rich Black,#004040,0,64,64,Blue
Rich Brilliant Lavender,#f1a7fe,241,167,254,Purple
Rich Carmine,#d70040,215,0,64,Red
Rich Electric Blue,#0892d0,8,146,208,Blue
Rich Lavender,#a76bcf,167,107,207,Purple
Rich Lilac,#b666d2,182,102,210,Purple
Rich Maroon,#b03060,176,48,96,Red
Rifle Green,#414833,65,72,51,Green
Robin Egg Blue,#0cc,0,204,204,Blue
Rose,#ff007f,255,0,127,Pink
Rose Bonbon,#f9429e,249,66,158,Pink
Rose Ebony,#674846,103,72,70,Brown
Rose Gold,#b76e79,183,110,121,Red
Rose Madder,#e32636,227,38,54,Red
Rose Pink,#f6c,255,102,204,Pink
Rose Quartz,#aa98a9,170,152,169,Grey
Rose Taupe,#905d5d,144,93,93,Brown
Rose Vale,#ab4e52,171,78,82,Brown
Rosewood,#65000b,101,0,11,Brown
Rosso Corsa,#d40000,212,0,0,Red
Rosy Brown,#bc8f8f,188,143,143,Brown
Royal Azure,#0038a8,0,56,168,Blue
Royal Blue (Traditional),#002366,0,35,102,Blue
Royal Blue (Web),#4169e1,65,105,225,Blue
Royal Fuchsia,#ca2c92,202,44,146,Purple
Royal Purple,#7851a9,120,81,169,Purple
Royal Yellow,#fada5e,250,218,94,Yellow
Rubine Red,#d10056,209,0,86,Red
Ruby,#e0115f,224,17,95,Red
Ruby Red,#9b111e,155,17,30,Red
Ruddy,#ff0028,255,0,40,Red
Ruddy Brown,#bb6528,187,101,40,Orange
Ruddy Pink,#e18e96,225,142,150,Pink
Rufous,#a81c07,168,28,7,Red
Russet,#80461b,128,70,27,Brown
Rust,#b7410e,183,65,14,Orange
Rusty Red,#da2c43,218,44,67,Red
Sacramento State Green,#00563f,0,86,63,Green
Saddle Brown,#8b4513,139,69,19,Brown
Safety Orange (Blaze Orange),#ff6700,255,103,0,Orange
Saffron,#f4c430,244,196,48,Yellow
Salmon,#ff8c69,255,140,105,Orange
Salmon Pink,#ff91a4,255,145,164,Pink
Sand,#c2b280,194,178,128,Yellow
Sand Dune,#967117,150,113,23,Yellow
Sandstorm,#ecd540,236,213,64,Yellow
Sandy Brown,#f4a460,244,164,96,Orange
Sandy Taupe,#967117,150,113,23,Yellow
Sangria,#92000a,146,0,10,Red
Sap Green,#507d2a,80,125,42,Green
Sapphire,#0f52ba,15,82,186,Blue
Sapphire Blue,#0067a5,0,103,165,Blue
Satin Sheen Gold,#cba135,203,161,53,Yellow
Scarlet,#ff2400,255,36,0,Red
Scarlet (Crayola),#fd0e35,253,14,53,Red
School Bus Yellow,#ffd800,255,216,0,Yellow
Screamin' Green,#76ff7a,118,255,122,Green
Sea Blue,#006994,0,105,148,Blue
Sea Green,#2e8b57,46,139,87,Green
Seal Brown,#321414,50,20,20,Brown
Seashell,#fff5ee,255,245,238,White
Selective Yellow,#ffba00,255,186,0,Yellow
Sepia,#704214,112,66,20,Brown
Shadow,#8a795d,138,121,93,Brown
Shamrock Green,#009e60,0,158,96,Green
Shocking Pink,#fc0fc0,252,15,192,Pink
Shocking Pink (Crayola),#ff6fff,255,111,255,Pink
Sienna,#882d17,136,45,23,Brown
Silver,#c0c0c0,192,192,192,Grey
Sinopia,#cb410b,203,65,11,Orange
Skobeloff,#007474,0,116,116,Blue
Sky Blue,#87ceeb,135,206,235,Blue
Sky Magenta,#cf71af,207,113,175,Purple
Slate Blue,#6a5acd,106,90,205,Blue
Slate Gray,#708090,112,128,144,Grey
Smalt (Dark Powder Blue),#039,0,51,153,Blue
Smokey Topaz,#933d41,147,61,65,Brown
Smoky Black,#100c08,16,12,8,Black
Snow,#fffafa,255,250,250,White
Spiro Disco Ball,#0fc0fc,15,192,252,Blue
Spring Bud,#a7fc00,167,252,0,Green
Spring Green,#00ff7f,0,255,127,Green
St. Patrick'S Blue,#23297a,35,41,122,Blue
Steel Blue,#4682b4,70,130,180,Blue
Stil De Grain Yellow,#fada5e,250,218,94,Yellow
Stizza,#900,153,0,0,Red
Stormcloud,#4f666a,79,102,106,Grey
Straw,#e4d96f,228,217,111,Yellow
Sunglow,#fc3,255,204,51,Yellow
Sunset,#fad6a5,250,214,165,Yellow
Tan,#d2b48c,210,180,140,Brown
Tangelo,#f94d00,249,77,0,Orange
Tangerine,#f28500,242,133,0,Orange
Tangerine Yellow,#fc0,255,204,0,Yellow
Tango Pink,#e4717a,228,113,122,Pink
Taupe,#483c32,72,60,50,Brown
Taupe Gray,#8b8589,139,133,137,Grey
Tea Green,#d0f0c0,208,240,192,Green
Tea Rose (Orange),#f88379,248,131,121,Pink
Tea Rose (Rose),#f4c2c2,244,194,194,Pink
Teal,#008080,0,128,128,Blue
Teal Blue,#367588,54,117,136,Blue
Teal Green,#00827f,0,130,127,Green
Telemagenta,#cf3476,207,52,118,Purple
Tenné (Tawny),#cd5700,205,87,0,Orange
Terra Cotta,#e2725b,226,114,91,Orange
Thistle,#d8bfd8,216,191,216,Purple
Thulian Pink,#de6fa1,222,111,161,Pink
Tickle Me Pink,#fc89ac,252,137,172,Pink
Tiffany Blue,#0abab5,10,186,181,Blue
Tiger'S Eye,#e08d3c,224,141,60,Orange
Timberwolf,#dbd7d2,219,215,210,Grey
Titanium Yellow,#eee600,238,230,0,Yellow
Tomato,#ff6347,255,99,71,Orange
Toolbox,#746cc0,116,108,192,Blue
Topaz,#ffc87c,255,200,124,Yellow
Tractor Red,#fd0e35,253,14,53,Red
Trolley Grey,#808080,128,128,128,Grey
Tropical Rain Forest,#00755e,0,117,94,Green
True Blue,#0073cf,0,115,207,Blue
Tufts Blue,#417dc1,65,125,193,Blue
Tumbleweed,#deaa88,222,170,136,Brown
Turkish Rose,#b57281,181,114,129,Purple
Turquoise,#30d5c8,48,213,200,Blue
Turquoise Blue,#00ffef,0,255,239,Blue
Turquoise Green,#a0d6b4,160,214,180,Green
Tuscan Red,#7c4848,124,72,72,Brown
Twilight Lavender,#8a496b,138,73,107,Purple
Tyrian Purple,#66023c,102,2,60,Purple
Ua Blue,#03a,0,51,170,Blue
Ua Red,#d9004c,217,0,76,Red
Ube,#8878c3,136,120,195,Purple
Ucla Blue,#536895,83,104,149,Blue
Ucla Gold,#ffb300,255,179,0,Yellow
Ufo Green,#3cd070,60,208,112,Green
Ultra Pink,#ff6fff,255,111,255,Pink
Ultramarine,#120a8f,18,10,143,Blue
Ultramarine Blue,#4166f5,65,102,245,Blue
Umber,#635147,99,81,71,Brown
Unbleached Silk,#ffddca,255,221,202,Orange
United Nations Blue,#5b92e5,91,146,229,Blue
University Of California Gold,#b78727,183,135,39,Yellow
Unmellow Yellow,#ff6,255,255,102,Yellow
Up Forest Green,#014421,1,68,33,Green
Up Maroon,#7b1113,123,17,19,Red
Upsdell Red,#ae2029,174,32,41,Red
Urobilin,#e1ad21,225,173,33,Yellow
Usafa Blue,#004f98,0,79,152,Blue
Usc Cardinal,#900,153,0,0,Red
Usc Gold,#fc0,255,204,0,Yellow
Utah Crimson,#d3003f,211,0,63,Red
Vanilla,#f3e5ab,243,229,171,Yellow
Vegas Gold,#c5b358,197,179,88,Yellow
Venetian Red,#c80815,200,8,21,Red
Verdigris,#43b3ae,67,179,174,Blue
Vermilion (Cinnabar),#e34234,227,66,52,Orange
Vermilion (Plochere),#d9603b,217,96,59,Orange
Veronica,#a020f0,160,32,240,Purple
Violet,#8f00ff,143,0,255,Purple
Violet-Blue,#324ab2,50,74,178,Blue
Violet (Color Wheel),#7f00ff,127,0,255,Purple
Violet (Ryb),#8601af,134,1,175,Purple
Violet (Web),#ee82ee,238,130,238,Purple
Viridian,#40826d,64,130,109,Green
Vivid Auburn,#922724,146,39,36,Brown
Vivid Burgundy,#9f1d35,159,29,53,Red
Vivid Cerise,#da1d81,218,29,129,Pink
Vivid Tangerine,#ffa089,255,160,137,Orange
Vivid Violet,#9f00ff,159,0,255,Purple
Warm Black,#004242,0,66,66,Green
Waterspout,#a4f4f9,164,244,249,Blue
Wenge,#645452,100,84,82,Brown
Wheat,#f5deb3,245,222,179,Yellow
White,#fff,255,255,255,White
White Smoke,#f5f5f5,245,245,245,White
Wild Blue Yonder,#a2add0,162,173,208,Blue
Wild Strawberry,#ff43a4,255,67,164,Pink
Wild Watermelon,#fc6c85,252,108,133,Pink
Wine,#722f37,114,47,55,Brown
Wine Dregs,#673147,103,49,71,Brown
Wisteria,#c9a0dc,201,160,220,Purple
Wood Brown,#c19a6b,193,154,107,Brown
Xanadu,#738678,115,134,120,Green
Yale Blue,#0f4d92,15,77,146,Blue
Yellow,#ff0,255,255,0,Yellow
Yellow-Green,#9acd32,154,205,50,Green
Yellow (Munsell),#efcc00,239,204,0,Yellow
Yellow (Ncs),#ffd300,255,211,0,Yellow
Yellow Orange,#ffae42,255,174,66,Orange
Yellow (Process),#ffef00,255,239,0,Yellow
Yellow (Ryb),#fefe33,254,254,51,Yellow
Zaffre,#0014a8,0,20,168,Blue
Zinnwaldite Brown,#2c1608,44,22,8,Brown
Dodger Blue,#148bf0,20,139,240,Blue
Deep Chestnut,#ae5348,174,83,72,Brown
Light Green,#90f983,144,249,131,Green
Byzantine,#a8199c,168,25,156,Pink
Jungle Green,#1eb688,30,182,136,Green
Pastel Violet,#c796af,199,150,175,Pink
Mulberry,#c75d9a,199,93,154,Pink
Lemon Lime,#e7f319,231,243,25,Yellow
Lime Green,#30d54c,48,213,76,Green
Tyrian Purple,#260340,38,3,64,Blue
Green (Ryb),#52b538,82,181,56,Green
Pastel Red,#f9636c,249,99,108,Pink
Blue-Green,#18a1b1,24,161,177,Blue
University Of California Gold,#b48629,180,134,41,Brown
Medium Slate Blue,#7d67ec,125,103,236,Blue
Shamrock Green,#0a9b62,10,155,98,Green
Persimmon,#e45507,228,85,7,Orange
Shocking Pink,#f90fc6,249,15,198,Pink
Red-Violet,#ac0d9b,172,13,155,Pink
Tan,#d7c395,215,195,149,Brown
Pale Magenta,#fa92e5,250,146,229,Pink
Inchworm,#9ffd5b,159,253,91,Green
Celadon Green,#3a897f,58,137,127,Green
Periwinkle,#c9bff2,201,191,242,Purple
Sunglow,#fdd02c,253,208,44,Yellow
Mantis,#5fbd5e,95,189,94,Green
Maya Blue,#77b7f8,119,183,248,Blue
Palatinate Blue,#472de4,71,45,228,Blue
Granny Smith Apple,#a1e593,161,229,147,Green
Lava,#ca1522,202,21,34,Red
Medium Blue,#1d05be,29,5,190,Blue
Sapphire,#0156ba,1,86,186,Blue
Tumbleweed,#d5a08b,213,160,139,Brown
Jazzberry Jam,#ac0f79,172,15,121,Pink
Screamin' Green,#7ff05a,127,240,90,Green
Blue-Green,#07a0c5,7,160,197,Blue
Dark Khaki,#bbbf69,187,191,105,Green
Neon Green,#25e920,37,233,32,Green
Purple Heart,#652899,101,40,153,Purple
Royal Purple,#5b4da5,91,77,165,Purple
Plum (Web),#d89ade,216,154,222,Pink
Lime Green,#2bdf29,43,223,41,Green
Medium Blue,#0d17da,13,23,218,Blue
Turquoise,#28e3ae,40,227,174,Green
Asparagus,#7aa85d,122,168,93,Green
Green (Ryb),#529d35,82,157,53,Green
Café Noir,#4d3513,77,53,19,Brown
Jungle Green,#2d9e97,45,158,151,Green
Carmine,#9a0332,154,3,50,Pink
Pearl Aqua,#8ad6b3,138,214,179,Green
Ball Blue,#1c9aca,28,154,202,Blue
French Lilac,#7e6f8a,126,111,138,Purple
Sky Magenta,#c76abd,199,106,189,Pink
Medium Slate Blue,#796eed,121,110,237,Blue
Lime Green,#53e145,83,225,69,Green
Msu Green,#16444f,22,68,79,Green
English Lavender,#a58c92,165,140,146,Grey
Deep Magenta,#cd06e6,205,6,230,Pink
Boysenberry,#8a2860,138,40,96,Pink
Thulian Pink,#ed63a7,237,99,167,Pink
Iris,#6046d2,96,70,210,Blue
Cadet Blue,#5bb3a0,91,179,160,Green
Msu Green,#1b4144,27,65,68,Green
Iris,#5a4ab1,90,74,177,Blue
Wine,#5e2337,94,35,55,Brown
Harlequin,#44f004,68,240,4,Green
Mantis,#6ccd6b,108,205,107,Green
Battleship Grey,#87967e,135,150,126,Green
Spiro Disco Ball,#2dc1fa,45,193,250,Blue
Citrine,#ded00f,222,208,15,Yellow
Mantis,#72b174,114,177,116,Green
Apple Green,#96aa00,150,170,0,Green
Majorelle Blue,#5d45dc,93,69,220,Blue
Catalina Blue,#071978,7,25,120,Blue
Iris,#5d4bc7,93,75,199,Blue
Raw Umber,#7d722d,125,114,45,Green
Medium Sea Green,#30b476,48,180,118,Green
Royal Purple,#5a55ac,90,85,172,Blue
Bright Cerulean,#159cdd,21,156,221,Blue
Blue (Crayola),#1777e3,23,119,227,Blue
Limerick,#b7c100,183,193,0,Yellow
Majorelle Blue,#4e42e4,78,66,228,Blue
Light Thulian Pink,#dd8da5,221,141,165,Pink
Celadon Green,#328378,50,131,120,Green
Dandelion,#ede320,237,227,32,Yellow
Pine Green,#197c75,25,124,117,Green
Dark Khaki,#b8b963,184,185,99,Green
Violet-Blue,#3c0bb8,60,11,184,Blue
Limerick,#80cb11,128,203,17,Green
Magenta (Dye),#b02276,176,34,118,Pink
Blue (Ryb),#0f4de9,15,77,233,Blue
Army Green,#49471f,73,71,31,Grey
Cadet Grey,#8cb2bb,140,178,187,Blue
Cornflower Blue,#5ea0ef,94,160,239,Blue
Brass,#99ae43,153,174,67,Green
Seal Brown,#2c113d,44,17,61,Purple
Sapphire,#1649b5,22,73,181,Blue
Carrot Orange,#f1932b,241,147,43,Orange
Crimson,#e70f3c,231,15,60,Pink
Palatinate Blue,#183fe5,24,63,229,Blue
Teal Blue,#207286,32,114,134,Blue
Medium Turquoise,#49cbc5,73,203,197,Blue
Mulberry,#c9408b,201,64,139,Pink
Purple Heart,#642292,100,34,146,Purple
Fern Green,#687c4c,104,124,76,Green
Red (Pigment),#ed1706,237,23,6,Red
Han Purple,#5418fd,84,24,253,Blue
Pear,#cfdd45,207,221,69,Yellow
Tiger'S Eye,#e29e32,226,158,50,Orange
Palatinate Purple,#4c1558,76,21,88,Purple
Deep Lilac,#9246b3,146,70,179,Purple
Spring Green,#12f076,18,240,118,Green
Aquamarine,#92fde3,146,253,227,Green
Sandy Taupe,#78700f,120,112,15,Green
Ball Blue,#28b5c9,40,181,201,Blue
Pearl Aqua,#7aeabb,122,234,187,Green
Olive,#836f01,131,111,1,Green
Hooker'S Green,#607b60,96,123,96,Grey
Bleu De France,#2f83f1,47,131,241,Blue
Lavender Indigo,#9960f6,153,96,246,Purple
Pearly Purple,#bb6da7,187,109,167,Pink
Old Gold,#c2bf31,194,191,49,Yellow
Tumbleweed,#eda887,237,168,135,Orange
Neon Green,#14f023,20,240,35,Green
Green-Yellow,#9ffe1b,159,254,27,Green
Violet (Ryb),#5d10af,93,16,175,Purple
Blue,#1a04fa,26,4,250,Blue
Granny Smith Apple,#a4e5a0,164,229,160,Green
Red-Violet,#a2188f,162,24,143,Pink
Taupe Gray,#937f89,147,127,137,Grey
Fuchsia (Crayola),#d555c7,213,85,199,Pink
Rich Maroon,#bb3454,187,52,84,Pink
Mellow Yellow,#fce571,252,229,113,Yellow
Rose Pink,#f859cc,248,89,204,Pink
Royal Blue (Web),#5d6ce6,93,108,230,Blue
Alloy Orange,#d75f0c,215,95,12,Orange
Pale Robin Egg Blue,#90cdcb,144,205,203,Green
Red-Violet,#b31373,179,19,115,Pink
Deep Cerise,#d5408b,213,64,139,Pink
Sinopia,#d64f0c,214,79,12,Orange
Mountain Meadow,#2cb77e,44,183,126,Green
Mellow Apricot,#f7b785,247,183,133,Orange
Spring Bud,#96f212,150,242,18,Green
Lilac,#d4abc9,212,171,201,Pink
Byzantium,#6e0c61,110,12,97,Purple
Kelly Green,#48c614,72,198,20,Green
Coffee,#736533,115,101,51,Brown
Mulberry,#bb5696,187,86,150,Pink
Tangerine,#f98707,249,135,7,Orange
Rich Lavender,#a469f8,164,105,248,Purple
Mint,#4a9488,74,148,136,Green
Mantis,#71c44a,113,196,74,Green
Deep Magenta,#c922c0,201,34,192,Pink
Han Purple,#4f12de,79,18,222,Blue
Persian Green,#009d8a,0,157,138,Green
Camouflage Green,#6b8069,107,128,105,Grey
Pansy Purple,#8c1446,140,20,70,Pink
Limerick,#84da0f,132,218,15,Green
Pastel Blue,#a7cad9,167,202,217,Blue
Pastel Violet,#d78ed1,215,142,209,Pink
Purple (Html/Css),#7e267e,126,38,126,Pink
Blizzard Blue,#c7e1f0,199,225,240,Blue
Dark Lavender,#604e82,96,78,130,Purple
Electric Blue,#7dfdf2,125,253,242,Blue
Rose Vale,#a45650,164,86,80,Brown
Moss Green,#b4f9aa,180,249,170,Green
Paris Green,#55e95a,85,233,90,Green
Tea Green,#c7e9cb,199,233,203,Green
Fern Green,#5a9a4c,90,154,76,Green
Medium Sea Green,#36bb4f,54,187,79,Green
Sienna,#7d2b1e,125,43,30,Brown
Oxford Blue,#232242,35,34,66,Blue
Persian Rose,#f321a5,243,33,165,Pink
Tropical Rain Forest,#01775d,1,119,93,Green
Kelly Green,#5bce17,91,206,23,Green
Bright Turquoise,#36f0e5,54,240,229,Green
Baby Blue Eyes,#9da8f9,157,168,249,Blue
Medium Aquamarine,#64d3ac,100,211,172,Green
Ufo Green,#31c26c,49,194,108,Green
Dim Gray,#627361,98,115,97,Grey
Charcoal,#2a3159,42,49,89,Blue
Napier Green,#329d0f,50,157,15,Green
Sea Green,#38844c,56,132,76,Green
Kelly Green,#5ccb25,92,203,37,Green
Camouflage Green,#60995f,96,153,95,Green
Persian Indigo,#371968,55,25,104,Purple
Ultramarine Blue,#3776ed,55,118,237,Blue
Cool Grey,#8b9d9a,139,157,154,Grey
Heliotrope,#e45bfb,228,91,251,Pink
Bright Turquoise,#06dae6,6,218,230,Blue
Debian Red,#de0a50,222,10,80,Pink
Rich Electric Blue,#0984d1,9,132,209,Blue
Dark Orchid,#9e38dc,158,56,220,Purple
Prune,#631829,99,24,41,Brown
Orchid,#de65dd,222,101,221,Pink
Medium Slate Blue,#7581e3,117,129,227,Blue
Neon Green,#25ec13,37,236,19,Green
Pale Gold,#e4b78a,228,183,138,Brown
Bright Turquoise,#09e4ce,9,228,206,Green
Deep Magenta,#b710cb,183,16,203,Pink
Ufo Green,#4ade65,74,222,101,Green
Inchworm,#b0fd6c,176,253,108,Green
Limerick,#7cc519,124,197,25,Green
Blizzard Blue,#a9e7ea,169,231,234,Blue
Magic Mint,#c3f8d4,195,248,212,Green
Medium Purple,#9f6ee9,159,110,233,Purple
Ruddy Brown,#bb5a26,187,90,38,Brown
Pale Blue,#b1fbe9,177,251,233,Green
Tan,#d1b97f,209,185,127,Brown
Asparagus,#94986d,148,152,109,Green
Medium Blue,#0d18e3,13,24,227,Blue
Neon Green,#22fb0b,34,251,11,Green
Taupe Gray,#888094,136,128,148,Purple
Royal Purple,#804cbd,128,76,189,Purple
Rose,#fa0b7e,250,11,126,Pink
Brass,#94af41,148,175,65,Green
Dark Lavender,#64468b,100,70,139,Purple
Pale Chestnut,#debbaf,222,187,175,Brown
Dark Pastel Green,#06cf0f,6,207,15,Green
Licorice,#20022a,32,2,42,Purple
Dark Yellow,#8c851f,140,133,31,Green
Peru,#c48a4b,196,138,75,Brown
Turkish Rose,#aa678c,170,103,140,Pink
Violet (Ryb),#81039e,129,3,158,Pink
Light Taupe,#b2875e,178,135,94,Brown
Regalia,#4f2ba4,79,43,164,Blue
Yellow (Munsell),#eacd04,234,205,4,Yellow
Fuzzy Wuzzy,#cf7069,207,112,105,Pink
Indigo (Web),#43065f,67,6,95,Purple
Thistle,#d8bbeb,216,187,235,Purple
Malachite,#14e642,20,230,66,Green
Sacramento State Green,#035829,3,88,41,Green
Terra Cotta,#db7c59,219,124,89,Orange
Camouflage Green,#6e895a,110,137,90,Green
French Beige,#a87f62,168,127,98,Brown
Han Purple,#4f1eb9,79,30,185,Blue
Electric Cyan,#36eef8,54,238,248,Blue
Palatinate Blue,#2a52e0,42,82,224,Blue
Purple (Html/Css),#80045f,128,4,95,Pink
French Beige,#aa775f,170,119,95,Brown
Spring Green,#02fa6e,2,250,110,Green
Iris,#584bb0,88,75,176,Blue
Mantis,#78b575,120,181,117,Green
Medium Turquoise,#41e0bb,65,224,187,Green
Psychedelic Purple,#e516f2,229,22,242,Pink
Old Rose,#bf796e,191,121,110,Brown
Purple (Html/Css),#730a6d,115,10,109,Purple
Ultramarine Blue,#5c6bf7,92,107,247,Blue
Wild Blue Yonder,#9bb4c5,155,180,197,Blue
Dark Byzantium,#452c54,69,44,84,Purple
Medium Turquoise,#54c9c5,84,201,197,Green
Dark Jungle Green,#072212,7,34,18,Green
Maya Blue,#48bff9,72,191,249,Blue
Blue (Pigment),#33357e,51,53,126,Blue
Field Drab,#6d6029,109,96,41,Brown
Charcoal,#234158,35,65,88,Blue
Shamrock Green,#11ad60,17,173,96,Green
Pastel Purple,#a59ebd,165,158,189,Pink
Yellow-Green,#99dd32,153,221,50,Green
Blue-Violet,#7a28e4,122,40,228,Purple
Dogwood Rose,#d22469,210,36,105,Pink
June Bud,#bedf6f,190,223,111,Green
Electric Blue,#78f4fd,120,244,253,Blue
Platinum,#cff4e5,207,244,229,Green
Teal,#0e768b,14,118,139,Blue
Dark Yellow,#999a18,153,154,24,Green
Pale Blue,#c6edf9,198,237,249,Blue
Deep Lilac,#9261b8,146,97,184,Purple
Forest Green (Web),#23b01b,35,176,27,Green
Iris,#442dcb,68,45,203,Blue
Medium Spring Green,#01f7a9,1,247,169,Green
Gray-Asparagus,#435a38,67,90,56,Green
Kelly Green,#60c603,96,198,3,Green
Spring Bud,#98ed0a,152,237,10,Green
Dark Goldenrod,#b5ab02,181,171,2,Yellow
Purple (Html/Css),#7a1785,122,23,133,Purple
Rich Maroon,#ba2f5f,186,47,95,Pink
Rose Bonbon,#e53aa6,229,58,166,Pink
Ucla Blue,#455596,69,85,150,Blue
Olive,#836b0b,131,107,11,Brown
Mountain Meadow,#37c0a1,55,192,161,Green
Royal Blue (Web),#477de2,71,125,226,Blue
Han Purple,#431cc4,67,28,196,Blue
Mantis,#75b550,117,181,80,Green
Cameo Pink,#e5b9ba,229,185,186,Pink
Old Lavender,#787878,120,120,120,Grey
Myrtle,#1d4a12,29,74,18,Green
Medium Turquoise,#46d5ee,70,213,238,Blue
Mardi Gras,#a20181,162,1,129,Pink
Medium Jungle Green,#1e2843,30,40,67,Purple
Medium Purple,#a474f2,164,116,242,Purple
Medium Aquamarine,#73e9b5,115,233,181,Green
Bulgarian Rose,#4c0408,76,4,8,Brown
Moonstone Blue,#65beb8,101,190,184,Green
Dollar Bill,#87be53,135,190,83,Green
Ufo Green,#48e458,72,228,88,Green
Mint,#3bb798,59,183,152,Green
Mustard,#ebde55,235,222,85,Yellow
Bleu De France,#1483e7,20,131,231,Blue
Forest Green (Web),#238e35,35,142,53,Green
Deep Cerise,#e63193,230,49,147,Pink
Celestial Blue,#4e96c0,78,150,192,Blue
Medium Purple,#9d79dc,157,121,220,Pink
Smokey Topaz,#93354b,147,53,75,Brown
Rich Electric Blue,#0695d1,6,149,209,Blue
Aquamarine,#7befe3,123,239,227,Green
Raspberry Pink,#cd5596,205,85,150,Pink
Purple Heart,#7a2790,122,39,144,Purple
Electric Purple,#c713f0,199,19,240,Pink
Pearl Aqua,#91d7be,145,215,190,Green
Msu Green,#1f3c3f,31,60,63,Green
Pale Blue,#b3f4e2,179,244,226,Green
Bone,#dbdcba,219,220,186,Green
Lime Green,#22c51c,34,197,28,Green
Android Green,#a8be20,168,190,32,Green
Cobalt,#02479e,2,71,158,Blue
Persimmon,#ee5015,238,80,21,Orange
University Of California Gold,#bf8c31,191,140,49,Brown
Royal Fuchsia,#c71f9b,199,31,155,Pink
Dark Cyan,#0f8f94,15,143,148,Blue
Myrtle,#20611d,32,97,29,Green
Cerulean Blue,#2b4dba,43,77,186,Blue
Persian Indigo,#3c0b54,60,11,84,Purple
Blue (Crayola),#1a56fe,26,86,254,Blue
Purple Heart,#694298,105,66,152,Purple
Inchworm,#aedd5e,174,221,94,Green
